full_comm
slot_id,slot_loss,updated,num_agent_outputs,chosen_subset,avg_score,det_count,count_penalty,reward,num_active_nodes,message_type,fusion_mode,comm_cost,num_messages
10,1.1351293325424194,0,7,,0.0,0,0.0,0.0,0,,,0,0
11,1.1106977462768555,0,7,,0.0,0,0.0,0.0,0,,,0,0
12,1.1687419414520264,0,7,,0.0,0,0.0,0.0,0,,,0,0
13,1.2036333084106445,0,7,,0.0,0,0.0,0.0,0,,,0,0
14,1.160978078842163,0,7,,0.0,0,0.0,0.0,0,,,0,0
15,1.2646082639694214,0,7,,0.0,0,0.0,0.0,0,,,0,0
16,1.226346492767334,0,7,,0.0,0,0.0,0.0,0,,,0,0
17,1.157840371131897,0,7,,0.0,0,0.0,0.0,0,,,0,0
18,1.2193597555160522,0,7,,0.0,0,0.0,0.0,0,,,0,0
19,1.1816415786743164,0,7,,0.0,0,0.0,0.0,0,,,0,0
20,1.1808072328567505,0,7,,0.0,0,0.0,0.0,0,,,0,0
21,1.2916665077209473,0,7,,0.0,0,0.0,0.0,0,,,0,0
22,1.3335647583007812,0,7,,0.0,0,0.0,0.0,0,,,0,0
23,1.3443084955215454,0,7,,0.0,0,0.0,0.0,0,,,0,0
24,1.2740250825881958,0,7,,0.0,0,0.0,0.0,0,,,0,0
25,1.3542999029159546,0,7,,0.0,0,0.0,0.0,0,,,0,0
26,1.286991834640503,0,7,,0.0,0,0.0,0.0,0,,,0,0
27,1.3311001062393188,0,7,,0.0,0,0.0,0.0,0,,,0,0
28,1.4027910232543945,0,7,,0.0,0,0.0,0.0,0,,,0,0
29,1.339776873588562,0,7,,0.0,0,0.0,0.0,0,,,0,0
30,1.337447166442871,0,7,,0.0,0,0.0,0.0,0,,,0,0
31,1.3442965745925903,0,7,,0.0,0,0.0,0.0,0,,,0,0
32,1.375169277191162,0,7,,0.0,0,0.0,0.0,0,,,0,0
33,1.3627427816390991,0,7,,0.0,0,0.0,0.0,0,,,0,0
34,1.3735275268554688,0,7,,0.0,0,0.0,0.0,0,,,0,0
35,1.361220359802246,0,7,,0.0,0,0.0,0.0,0,,,0,0
36,1.4121156930923462,0,7,,0.0,0,0.0,0.0,0,,,0,0
37,1.3937835693359375,0,7,,0.0,0,0.0,0.0,0,,,0,0
38,1.3567297458648682,0,7,,0.0,0,0.0,0.0,0,,,0,0
39,1.4915833473205566,0,7,,0.0,0,0.0,0.0,0,,,0,0

late_fusion_logits
slot_id,slot_loss,updated,num_agent_outputs,chosen_subset,avg_score,det_count,count_penalty,reward,num_active_nodes,message_type,fusion_mode,comm_cost,num_messages
0,1.1567789316177368,0,7,,0.0,0,0.0,0.0,7,,,0,42
1,1.1105860471725464,0,7,,0.0,0,0.0,0.0,7,,,0,42
2,1.00764000415802,0,7,,0.0,0,0.0,0.0,7,,,0,42
3,1.0131505727767944,0,7,,0.0,0,0.0,0.0,7,,,0,42
4,1.0057847499847412,0,7,,0.0,0,0.0,0.0,7,,,0,42
5,1.0155888795852661,0,7,,0.0,0,0.0,0.0,7,,,0,42
6,1.1150099039077759,0,7,,0.0,0,0.0,0.0,7,,,0,42
7,1.0773683786392212,0,7,,0.0,0,0.0,0.0,7,,,0,42
8,1.099357008934021,0,7,,0.0,0,0.0,0.0,7,,,0,42
9,0.9827728271484375,0,7,,0.0,0,0.0,0.0,7,,,0,42
10,0.969533383846283,0,7,,0.0,0,0.0,0.0,7,,,0,42
11,0.8773117065429688,0,7,,0.0,0,0.0,0.0,7,,,0,42
12,1.0309115648269653,0,7,,0.0,0,0.0,0.0,7,,,0,42
13,1.0087883472442627,0,7,,0.0,0,0.0,0.0,7,,,0,42
14,0.9945383071899414,0,7,,0.0,0,0.0,0.0,7,,,0,42
15,1.0570286512374878,0,7,,0.0,0,0.0,0.0,7,,,0,42
16,1.0078531503677368,0,7,,0.0,0,0.0,0.0,7,,,0,42
17,1.052689552307129,0,7,,0.0,0,0.0,0.0,7,,,0,42
18,1.0154801607131958,0,7,,0.0,0,0.0,0.0,7,,,0,42
19,1.1086726188659668,0,7,,0.0,0,0.0,0.0,7,,,0,42
20,0.9985623955726624,0,7,,0.0,0,0.0,0.0,7,,,0,42
21,0.9625872373580933,0,7,,0.0,0,0.0,0.0,7,,,0,42
22,1.095567226409912,0,7,,0.0,0,0.0,0.0,7,,,0,42
23,0.9201096892356873,0,7,,0.0,0,0.0,0.0,7,,,0,42
24,0.8867869973182678,0,7,,0.0,0,0.0,0.0,7,,,0,42
25,1.0048341751098633,0,7,,0.0,0,0.0,0.0,7,,,0,42
26,0.8553470373153687,0,7,,0.0,0,0.0,0.0,7,,,0,42
27,0.9175326824188232,0,7,,0.0,0,0.0,0.0,7,,,0,42
28,0.9923645257949829,0,7,,0.0,0,0.0,0.0,7,,,0,42
29,0.9265312552452087,0,7,,0.0,0,0.0,0.0,7,,,0,42
30,0.9156937599182129,0,7,,0.0,0,0.0,0.0,7,,,0,42
31,0.9513228535652161,0,7,,0.0,0,0.0,0.0,7,,,0,42
32,0.8496195077896118,0,7,,0.0,0,0.0,0.0,7,,,0,42
33,0.8850342035293579,0,7,,0.0,0,0.0,0.0,7,,,0,42
34,0.9276271462440491,0,7,,0.0,0,0.0,0.0,7,,,0,42
35,0.998508632183075,0,7,,0.0,0,0.0,0.0,7,,,0,42
36,0.9814629554748535,0,7,,0.0,0,0.0,0.0,7,,,0,42
37,1.0152798891067505,0,7,,0.0,0,0.0,0.0,7,,,0,42
38,0.8647365570068359,0,7,,0.0,0,0.0,0.0,7,,,0,42
39,1.0823349952697754,0,7,,0.0,0,0.0,0.0,7,,,0,42

bandit
